단어,빈도수
A4,27
공산주의자,27
장악,27
배우,27
발광,27
징병제,27
장병,27
부류,27
격차,27
모욕,27
지능,27
시점,27
위장,27
인기,27
혼란,27
중립,27
소가,27
부도덕,27
노동자,27
시정,27
숙주,27
출장,27
반복,27
통과,27
떳떳,27
세탁,26
하하하,26
주택자,26
악귀,26
범법자,26
명찰,26
잔대,26
연금,26
최종,26
오해,26
드라마,26
대한민국의,26
도입,26
노조,26
똥개,26
다급,26
실행,26
40,26
추종,26
역적,26
고개,26
지질,26
마왕,26
천성,26
연인,26
확신,26
대안,26
완주,26
접촉,26
태생,26
선거철,26
단순,26
남지,26
소질,26
해당,26
하든,26
비밀,26
비방,26
최선,26
전라,26
막판,26
북괴,25
우기,25
낭비,25
토지,25
흉악범,25
만약,25
처분,25
잔혹,25
아침,25
산업,25
극우,25
마약,25
직권,25
어린아이,25
간부,25
개수작,25
수장,25
보통,25
조장,25
사다리,25
선생,25
영향,25
숫자,25
기부,25
이탈,25
독재자,25
화장실,25
자원봉사,25
관련자,25
기단,25
포스터,25
사안,25
본질,25
장군,25
관계자,25
선거일,25
문어,25
지인,25
이중인격자,25
유력,25
전부,25
여우,25
옛말,25
수술,25
기획,25
금액,25
이재영,25
재영이,25
호도,25
제외,25
출연,24
매표,24
계산,24
기소,24
연쇄,24
법사,24
이로,24
계약,24
하여가,24
육사,24
이석기,24
거란,24
종합,24
재인,24
정청래,24
명확,24
무릎,24
유명,24
종전,24
날짜,24
지참,24
합의,24
언어,24
오지,24
중앙,24
옥수동,24
민간인,24
화가,24
다이,24
요청,24
하락,24
나락,24
경북,24
최강,24
운명,24
사인,24
호구,24
지각,24
히틀러,24
나발,24
아부,24
발생,24
체계,24
등골,24
사주,24
계층,24
집사,24
바리,24
집중,24
이중잣대,24
명심,24
제공,24
대결,24
다당제,24
음주,24
아들놈,24
희생,24
기호,24
인분,24
말도,24
민이,24
폐간,23
주지,23
성과,23
뼛속,23
제재,23
용납,23
소문,23
표창장,23
후원금,23
변화,23
표절,23
간신배,23
교사,23
공수,23
발톱,23
업자,23
공략,23
선심,23
열사,23
없어,23
윤리,23
스캔들,23
결제,23
절반,23
지성,23
개선,23
자인,23
공식,23
동일,23
은퇴,23
인해,23
순수,23
좌우,23
지만,23
상처,23
중국인,23
아르바이트,23
제보,23
천지,23
간담회,23
선물,23
집권당,23
스트레스,23
시골,23
화원,23
당위,23
배임,23
마디,23
오죽,23
대형,23
법치,23
둔갑,23
건강,23
제거,23
수호,23
고추,23
일주일,22
퍼센트,22
된다,22
다양,22
차원,22
지게,22
포스,22
구멍,22
감당,22
처단,22
상실,22
경기도민,22
족발,22
법정,22
농촌,22
불대,22
이성,22
고장,22
이민,22
표본,22
강아지,22
무의식,22
명절,22
해주시,22
오세훈,22
무속인,22
마트,22
머저리,22
왕따,22
말발,22
호주,22
고문,22
일제,22
붕어,22
장이,22
박쥐,22
매장,22
개탄,22
병장,22
피곤,22
미화원,22
유기,22
민낯,22
친북,22
순위,22
내야,22
사법시험,22
무역,22
일개,22
입학,22
벙어리,22
그런지,22
하사관,22
현금,22
일정,22
시국,22
머슴,22
지역감정,22
가담,22
천문학,20
저녁,20
어쩌라고,20
취직,20
치부,20
포악,20
소중,20
취지,20
엊그제,20
접근,20
군림,20
살길,20
삼부,20
우세,20
애국,20
합법,20
보좌관,20
아가,20
추천,20
신체,20
플레이,20
소수,20
작성,20
사탕발림,20
개뿔,20
먼지,20
기억상실,20
청렴,20
열흘,20
박사,20
그중,20
오염,20
일종,20
마사지,20
헌법,20
체크,20
품위,20
필수,20
내력,20
독사,20
긴급,20
구태,20
자제,20
청문회,20
줏대,20
조치,20
아랫사람,20
전술,20
뒷돈,20
건강보험,20
화법,20
새해,20
면제자,20
언니,20
기회주의자,20
바이러스,20
왕이,20
훈련,20
시청,20
속셈,20
쪼잔,20
주한,20
한가지,20
옷깃,20
시원,20
예비군,20
도전,20
권한,20
성질,20
바늘,20
집안일,20
미접,20
세월,20
침략,20
여권,20
행실,20
파렴치,20
이력,20
사표,20
